Region;Site;Unit;Batch;Species;Start Fish Density;End Fish Density;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Transfer - (Kg);Transfer + (Kg);Biomass Produced;Biomass Produced Before Sampl.;Econ. FCR Period;Econ FCR Period Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Current Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Day Degrees;Start Av. Weight Category;End Av. Weight Category;Experimental;Final Harvest;Start Av Weight BioCat;End Av Weight BioCat;BATCH.START.DATE;AGE
Aveiro;AQUACRIA;S41B;SE1207L;Sole;;;Safiestela;;2013;August;26/3/2014;26/4/2014;46.82;54;46.82;15.34;81.87;0;LE-2;ELITE;Skretting;0;0;0;21704;1016.18128;21692;1171.368;0.8;0;0;155.98672;760.54276;0;0;2;0;0;0;0;0.46;351.4;1.683;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;1;2;476.02;2.241350329;2.624326149;0;SUB 140;SUB 140;;;0-50;50-100;6/8/2013;260
Aveiro;AQUACRIA;S43A;SE1207L;Sole;;;Safiestela;;2013;August;3/10/2014;28/10/2014;188.04;195;202.67;-3.78;198.73;188.04;LE-2;ELITE;Skretting;297.9;0;0;17438;3279.04152;17374;3387.93;0;0;0;108.88848;173.6935;2.7358266;1.715090087;64;0;0;0.36;0.35;0.15;160.2;0;155-215;Feed Type 2015;;Unchecked;;0;0;20.92;0;0;1;0;1;645.59;3.861223469;1.229036778;539;140-200;140-200;;;150-200;150-200;6/8/2013;442
Aveiro;AQUACRIA;N41A;SE1207L;Sole;;;Safiestela;;2013;August;27/2/2014;26/3/2014;70.12;81.52;70.12;16.26;82.25;0;LE-3;ELITE;Skretting;0;0;0;14652;1027.39824;14650;1194.268;0;0;0;166.86976;177.56426;0;0;2;0;0;0;0;0.56;134.2;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;333.74;2.344376174;1.458844409;0;SUB 140;SUB 140;;;50-100;50-100;6/8/2013;230
Aveiro;AQUACRIA;N41A;SE1207L;Sole;;;Safiestela;;2013;August;26/3/2014;26/4/2014;81.52;95;81.52;16.54;86.11;0;LE-3;ELITE;Skretting;0;0;0;14650;1194.268;14644;1391.18;0;0;0;196.912;66.72684;0;0;6;0;0;0;0;0.49;269.8;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;339.74;2.386523525;1.4379058;0;SUB 140;SUB 140;;;50-100;50-100;6/8/2013;260
Aveiro;AQUACRIA;N41A;SE1207L;Sole;;23.32;Safiestela;;2013;August;26/4/2014;27/5/2014;95;102;95;7.37;99.21;0;LE-3;ELITE;Skretting;0;0;0;14644;1391.18;14630;1492.26;0;0;0;101.08;60.2623;0;0;14;0;0;0;0;0.23;327.3;1.582;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;353.74;2.484867345;1.579116061;0;SUB 140;SUB 140;;;50-100;100-150;6/8/2013;291
Aveiro;AQUACRIA;N41A;SE1207L;Sole;23.32;27.37;Safiestela;;2013;August;27/5/2014;24/6/2014;102;120;102;17.65;114.38;0;LE-3;ELITE;Skretting;0;0;0;14630;1492.26;14599;1751.88;0;0;0;259.62;177.57362;0;0;31;0;0;0;0;0.58;274.14;1.593;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;384.74;2.70262866;1.483758244;0;SUB 140;SUB 140;;;100-150;100-150;6/8/2013;318
Aveiro;AQUACRIA;N41A;SE1207L;Sole;27.37;33.43;Safiestela;;2013;August;24/6/2014;31/7/2014;120;147;136.86;7.41;135.4;120;LE-3;ELITE;Skretting;265.2;0;0;14599;1751.88;14554;2139.438;0;0;0;387.558;218.7316;0.684284675;1.212444841;45;0;0;0.37;0.39;0.55;347.9;0.268;;Feed Type 2015;;Unchecked;;0;0;22.97;0;0;0;0;2;429.74;3.018733795;1.363006579;605;SUB 140;140-200;;;100-150;100-150;6/8/2013;354
Aveiro;AQUACRIA;N41A;SE1207L;Sole;33.43;37.94;Safiestela;;2013;August;31/7/2014;26/8/2014;147;167;161.08;3.68;159.67;147;LE-3;ELITE;Skretting;230.6;0;0;14554;2139.438;14538;2427.846;0;0;0;288.408;181.84446;0.799561732;1.268116719;16;0;0;0.39;0.4;0.49;291.8;0.104;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;445.74;3.131126732;1.313188582;428;140-200;140-200;;;100-150;150-200;6/8/2013;380
Aveiro;AQUACRIA;S41A;SE1207L;Sole;24.78;40.98;Safiestela;;2013;August;5/9/2014;29/9/2014;104.66;124;121.37;2.17;121.07;104.66;LE-2;ELITE;Skretting;318.7;0;0;15152;1585.80832;21151;2622.724;0;0;758.38432;278.53136;216.55893;1.144215861;1.471654852;43;0;0;2.4;2.94;0.71;203.2;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.48;0;0;3;0;1;2458.84;6.547277803;4.249691871;514;SUB 140;SUB 140;;;100-150;100-150;6/8/2013;413
Aveiro;AQUACRIA;S41A;SE1207L;Sole;40.98;46.45;Safiestela;;2013;August;29/9/2014;28/10/2014;124;141;140.76;0.17;136.1;124;LE-2;ELITE;Skretting;382.2;0;0;21151;2622.724;21083;2972.703;0;0;0;349.979;246.6723;1.092065524;1.549424074;68;0;0;0.47;0.48;0.44;340.8;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;2526.84;6.728344848;3.9893227;602;SUB 140;140-200;;;100-150;100-150;6/8/2013;442
Aveiro;AQUACRIA;N43B;SE1205L;Sole;;;Safiestela;;2013;August;28/2/2014;26/3/2014;111.35;124.92;111.35;12.19;126.33;0;LE-3;ELITE;Skretting;0;0;0;4525;503.85875;4503;562.51476;0;0;0;58.65601;65.00524;0;0;23;0;0;0;0;0.44;86.8;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;183.29;3.9090025;3.521292807;0;SUB 140;SUB 140;;;100-150;100-150;6/8/2013;230
Aveiro;AQUACRIA;N43B;SE1205L;Sole;;;Safiestela;;2013;August;26/3/2014;26/4/2014;124.92;126;124.92;0.86;131.06;0;LE-3;ELITE;Skretting;0;0;0;4503;562.51476;4454;561.204;0;0;0;-1.31076;21.22648;0;0;53;0;0;0;0;0.03;61.1;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;232.29;4.954019262;3.888290849;0;SUB 140;SUB 140;;;100-150;100-150;6/8/2013;260
Aveiro;AQUACRIA;N43A;SE1205L;Sole;19.79;21.99;Safiestela;;2013;August;18/9/2014;29/9/2014;337.28;375;346.78;8.14;366.1;337.28;LE-5;ELITE;Skretting;53.5;0;0;3756;1266.82368;3753;1407.375;0;0;0;140.55132;107.14962;0.380643882;0.499301817;3;0;0;0.36;0.37;0.96;53.5;0.63;315-415;Feed Type 2015;;Unchecked;;0;0;20.24;0;0;3;0;1;285.46;7.94157741;1.199427118;224;300-400;300-400;;;300-400;300-400;6/8/2013;413
Aveiro;AQUACRIA;N43A;SE1205L;Sole;21.99;23.48;Safiestela;;2013;August;29/9/2014;28/10/2014;375;405;402.13;0.71;404.61;375;LE-5;ELITE;Skretting;176.3;0;0;3753;1407.375;3710;1502.55;0;0;0;95.175;93.7281;1.8523772;1.880972729;43;0;0;0.42;0.42;0.27;182.6;0.449;315-415;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;328.46;9.137849492;1.243627796;602;300-400;400-600;;;300-400;400+;6/8/2013;442
Aveiro;AQUACRIA;N43B;SE1205L;Sole;;;Safiestela;;2013;August;18/9/2014;29/9/2014;443.8;467;450.08;3.76;454.87;443.8;LE-5;ELITE;Skretting;6.9;0;0;535;237.433;533;248.911;0;0;0;11.478;5.01271;0.601150026;1.376500935;2;0;0;0.26;0.26;0.46;6.9;0.63;415-615;Feed Type 2015;;Unchecked;;0;0;20.24;0;0;2;0;1;49.46;9.310818697;0.840808893;224;400-600;400-600;;;400+;400+;6/8/2013;413
Aveiro;AQUACRIA;S43A;SE1205L;Sole;;;Safiestela;;2013;August;19/9/2014;29/9/2014;179.61;183;185.63;-1.42;184.08;179.61;LE-3;ELITE;Skretting;23.91;0;0;3399;610.49439;3393;620.919;0;0;0;10.42461;14.08905;2.293610984;1.697062612;7;0;0;0.39;0.39;0.19;23.91;0.033;155-215;Feed Type 2015;;Unchecked;;0;0;20.25;0;0;1;0;1;368.99;10.64426982;3.060781428;162;140-200;140-200;;;150-200;150-200;6/8/2013;413
Aveiro;AQUACRIA;N45B;SE1205L;Sole;;;Safiestela;;2013;August;26/3/2014;26/4/2014;152.37;166;152.37;8.95;159.51;0;LE-5;ELITE;Skretting;0;0;0;3048;464.42376;3022;501.652;0;0;0;37.22824;17.61546;0;0;26;0;0;0;0;0.28;49.9;1.653;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;153.78;4.839547201;2.684977322;0;140-200;140-200;;;150-200;150-200;6/8/2013;260
Aveiro;AQUACRIA;N45B;SE1205L;Sole;;;Safiestela;;2013;August;26/4/2014;27/5/2014;166;181;166;9.04;171.09;0;LE-5;ELITE;Skretting;0;0;0;3022;501.652;2981;539.561;0;0;0;37.909;8.36729;0;0;41;0;0;0;0;0.28;52.35;1.604;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;194.78;6.129841357;2.674684417;0;140-200;140-200;;;150-200;150-200;6/8/2013;291
Aveiro;AQUACRIA;N45B;SE1205L;Sole;;;Safiestela;;2013;August;27/5/2014;24/6/2014;181;197;181;8.84;197.62;0;LE-3;ELITE;Skretting;0;0;0;2981;539.561;2940;579.18;0;0;0;39.619;41.4418;0;0;41;0;0;0;0;0.3;67.25;1.593;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;235.78;7.420135512;2.610788265;0;140-200;140-200;;;150-200;150-200;6/8/2013;318
Aveiro;AQUACRIA;N45B;SE1205L;Sole;;;Safiestela;;2013;August;24/6/2014;31/7/2014;197;216;208.79;3.45;207.79;197;LE-3;ELITE;Skretting;40.3;0;0;2940;579.18;2911;628.776;0;0;0;49.596;25.69669;0.812565529;1.568295372;30;0;0;0.18;0.18;0.25;53;0.268;;Feed Type 2015;;Unchecked;;0;0;22.97;0;0;0;0;2;264.78;8.332782598;2.447917104;605;140-200;200-300;;;150-200;200-300;6/8/2013;354
Aveiro;AQUACRIA;N45B;SE1205L;Sole;;;Safiestela;;2013;August;31/7/2014;26/8/2014;216;230;230.64;-0.28;230.35;216;LE-5;ELITE;Skretting;52.1;0;0;2911;628.776;2879;662.17;0;0;0;33.394;34.40165;1.560160508;1.514462242;32;0;0;0.31;0.31;0.24;40;0.718;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;296.78;9.339841451;2.418008828;428;200-300;200-300;;;200-300;200-300;6/8/2013;380
Aveiro;AQUACRIA;N43A;SE1205L;Sole;;;Safiestela;;2013;August;28/2/2014;26/3/2014;120.42;121.42;120.42;0.83;136.19;0;LE-5;ELITE;Skretting;0;0;0;4411;531.17262;4372;530.84824;0;0;0;-0.32438;64.25006;0;0;40;0;0;0;0;0.03;53.9;1.653;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;204.92;4.474724315;3.768708249;0;SUB 140;SUB 140;;;100-150;100-150;6/8/2013;230
Aveiro;AQUACRIA;N43A;SE1205L;Sole;;;Safiestela;;2013;August;26/3/2014;26/4/2014;121.42;136;121.42;12.01;127.71;0;LE-3;ELITE;Skretting;0;0;0;4372;530.84824;4301;584.936;0;0;0;54.08776;18.43247;0;0;75;0;0;0;0;0.37;59.2;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;275.92;6.025111912;3.52493799;0;SUB 140;SUB 140;;;100-150;100-150;6/8/2013;260
Aveiro;AQUACRIA;N43A;SE1205L;Sole;;19.64;Safiestela;;2013;August;26/4/2014;27/5/2014;136;146;136;7.35;134.41;0;LE-3;ELITE;Skretting;0;0;0;4301;584.936;8610;1257.06;0;0;555.786;116.338;16.5481;0;0;102;0;0;0;0;0.23;80.8;1.582;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;2;653.21;7.047695292;3.510215888;0;SUB 140;140-200;;;100-150;100-150;6/8/2013;291
Aveiro;AQUACRIA;N43A;SE1205L;Sole;19.64;20.52;Safiestela;;2013;August;27/5/2014;24/6/2014;146;154;146;5.48;160.96;0;LE-3;ELITE;Skretting;0;0;0;8610;1257.06;8526;1313.004;0;0;0;55.944;115.28496;0;0;84;0;0;0;0;0.19;174.1;1.593;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;737.21;7.953998632;3.510819849;0;140-200;140-200;;;100-150;150-200;6/8/2013;318
Aveiro;AQUACRIA;N43A;SE1205L;Sole;20.52;24.31;Safiestela;;2013;August;24/6/2014;31/7/2014;154;185;173.06;6.9;170.56;154;LE-3;ELITE;Skretting;181.8;0;0;8526;1313.004;8411;1556.035;0;0;0;243.031;121.57616;0.748052718;1.495358959;117;0;0;0.34;0.36;0.5;227.3;0.268;;Feed Type 2015;;Unchecked;;0;0;22.97;0;0;0;0;2;852.21;9.194771061;2.944670629;605;140-200;140-200;;;150-200;150-200;6/8/2013;354
Aveiro;AQUACRIA;N43A;SE1205L;Sole;24.31;25.48;Safiestela;;2013;August;31/7/2014;26/8/2014;185;196;201.14;-2.56;199.59;185;LE-3;ELITE;Skretting;157.8;0;0;8411;1556.035;8321;1630.916;0;0;0;74.881;104.75339;2.107343652;1.506395163;90;0;0;0.38;0.38;0.22;201.9;0.104;;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;942.21;10.16581035;2.923175613;428;140-200;140-200;;;150-200;150-200;6/8/2013;380
Aveiro;AQUACRIA;N23A;SE1309L;Sole;;;Safiestela;;2014;September;8/9/2014;29/9/2014;69.6;77;78.07;-1.37;76.05;69.6;LE-2;ELITE;Skretting;123.2;0;0;14059;978.5064;14047;1081.619;0;0;0;103.1126;89.76795;1.194810334;1.372427464;12;0;0;0.57;0.57;0.48;94.7;0;;Feed Type 2015;;Unchecked;;0;0;20.43;0;0;0;0;1;12;0.085354577;1.194736179;452;SUB 140;SUB 140;;;50-100;50-100;8/9/2014;21
Aveiro;AQUACRIA;N23A;SE1309L;Sole;;;Safiestela;;2014;September;29/9/2014;28/10/2014;77;100;91.02;9.87;87.76;77;LE-2;ELITE;Skretting;202.8;0;0;14047;1081.619;14039;1403.9;0;0;0;322.281;150.44364;0.629264524;1.348013116;8;0;0;0.57;0.61;0.9;145.6;0;;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;20;0.142257629;0.767042783;602;SUB 140;SUB 140;;;50-100;100-150;8/9/2014;50
Aveiro;AQUACRIA;S43E;SS1100;Sole;;;Stolt Sea Farm;;2014;July;26/9/2014;29/9/2014;242.77;246;242.77;1.33;242.77;0;;;;0;0;0;495;120.17115;494;121.524;0;0;0;1.35285;-0.24277;0;0;1;0;0;0;0;0.44;;0;;Feed Type 2015;;Unchecked;;0;0;20.15;0;0;1;0;1;70.58;7.242316967;5.125140904;0;200-300;200-300;;;200-300;200-300;4/7/2014;85
Aveiro;AQUACRIA;N42A;SS1100;Sole;;;Stolt Sea Farm;;2014;July;26/7/2014;31/7/2014;178.16;180;182.17;-1.19;181.18;178.16;LE-3;ELITE;Skretting;41.9;0;0;8936;1592.03776;8927;1606.86;0;0;0;14.82224;25.3561;2.826833191;1.652462327;9;0;0;0.52;0.52;0.21;41.9;0.268;S ;Feed Type 2015;;Unchecked;;0;0;20.39;0;0;1;0;1;1040.45;6.559862807;5.583182953;126;140-200;140-200;;;150-200;150-200;4/7/2014;26
Aveiro;AQUACRIA;N42A;SS1100;Sole;;;Stolt Sea Farm;;2014;July;31/7/2014;26/8/2014;180;200;196.88;1.58;195.34;180;LE-3;ELITE;Skretting;176.1;0;0;8927;1606.86;8897;1779.4;0;0;0;172.54;131.07998;1.020632897;1.343454584;30;0;0;0.4;0.41;0.41;225.8;0.104;S ;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;1070.45;6.749007777;5.360921583;428;140-200;200-300;;;150-200;200-300;4/7/2014;52
Aveiro;AQUACRIA;S43D;SS1100;Sole;;;Stolt Sea Farm;;2014;July;24/9/2014;29/9/2014;242;247;242.32;1.93;242.25;242;LE-3;ELITE;Skretting;0.32;0;0;826;199.892;115;28.405;158.64646;0;0;-12.84054;-13.38679;-0.02492107;-0.023904162;11;0;0;0.03;0.94;0.41;0.32;0.033;;Feed Type 2015;;Unchecked;;0;0;20.12;0;0;1;2;1;127.11;7.816237556;5.144160911;20;200-300;200-300;;;200-300;200-300;4/7/2014;85
Aveiro;AQUACRIA;S33C;SS1100;Sole;;;Stolt Sea Farm;;2014;July;23/9/2014;29/9/2014;242;239;245.95;-2.83;245.12;242;LE-5;ELITE;Skretting;10.7;0;0;3351;810.942;2023;483.497;0;320.06;0;-7.385;4.99576;-1.448882871;2.14181626;7;0;0;12.49;-17.56;-0.21;10.7;0.63;;Feed Type 2015;;Unchecked;;0;0;20.17;0;2;1;0;1;292.34;7.314607697;5.2204107;122;200-300;200-300;;;200-300;200-300;4/7/2014;85
Aveiro;AQUACRIA;S43B;SS1100;Sole;;;Stolt Sea Farm;;2014;July;23/9/2014;29/9/2014;189;190;190.57;-0.3;190.14;189;LE-3;ELITE;Skretting;9.07;0;0;4931;931.959;4921;934.99;0;0;0;3.031;3.71994;2.992411745;2.438211369;10;0;0;0.16;0.16;0.09;9.07;0.033;155-215;Feed Type 2015;;Unchecked;;0;0;20.17;0;0;1;0;1;642.04;7.252828935;5.604339794;81;140-200;140-200;;;150-200;150-200;4/7/2014;85
Aveiro;AQUACRIA;S44B;SE1211L;Sole;;;Safiestela;;2012;April;25/2/2014;26/3/2014;91.52;98.97;91.52;8.14;105.67;0;LE-3;ELITE;Skretting;0;0;0;16236;1485.91872;16193;1602.62121;0;0;0;116.70249;225.19559;0;0;48;0;0;0;0;0.27;237.8;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;594.41;3.225290103;6.567614133;0;SUB 140;SUB 140;;;50-100;50-100;15/4/2012;701
Aveiro;AQUACRIA;S44B;SE1211L;Sole;;;Safiestela;;2012;April;26/3/2014;26/4/2014;98.97;99;98.97;0.03;103.86;0;LE-3;ELITE;Skretting;0;0;0;16193;1602.62121;16093;1593.207;0;0;0;-9.41421;68.79777;0;0;100;0;0;0;0;0;351.4;1.488;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;694.41;3.76789371;6.829804015;0;SUB 140;SUB 140;;;50-100;50-100;15/4/2012;731
Aveiro;AQUACRIA;S44B;SE1211L;Sole;;;Safiestela;;2012;April;26/4/2014;27/5/2014;99;117;99;18.18;103.03;0;LE-3;ELITE;Skretting;0;0;0;16093;1593.207;15967;1868.139;0;0;0;274.932;51.87301;0;0;137;0;0;0;0;0.54;379.2;1.582;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;820.41;4.451574256;5.998668402;0;SUB 140;SUB 140;;;50-100;100-150;15/4/2012;762
Aveiro;AQUACRIA;N21A;SE1211L;Sole;;;Safiestela;;2012;April;24/6/2014;31/7/2014;100;124;115.96;6.93;114.06;100;LE-2;ELITE;Skretting;306.7;0;0;18466;1846.6;18211;2258.164;0;0;0;411.564;230.54666;0.745206092;1.330316388;261;0;0;0.41;0.42;0.58;378.5;0.851;XS;Feed Type 2015;;Unchecked;;0;0;22.97;0;0;0;0;2;1322.62;6.901460263;5.471451019;605;SUB 140;SUB 140;;YES;100-150;100-150;15/4/2012;825
Aveiro;AQUACRIA;N21A;SE1211L;Sole;;;Safiestela;;2012;April;31/7/2014;26/8/2014;124;143;137.59;3.93;135.7;124;LE-3;ELITE;Skretting;265.3;0;0;18211;2258.164;17960;2568.28;0;0;0;310.116;179.008;0.855486334;1.482056668;251;0;0;0.42;0.43;0.55;275.6;0.104;XS;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;1573.62;8.211183787;4.922108181;428;SUB 140;140-200;;YES;100-150;100-150;15/4/2012;851
Aveiro;AQUACRIA;S23B;SE1211L;Sole;;;Safiestela;;2012;April;9/7/2014;31/7/2014;361.62;377;377;0;377.01;361.62;LE-5;ELITE;Skretting;46.5;0;0;1989;719.26218;1348;508.196;0;393.98;159.97;22.94382;22.9573;2.02668954;2.025499514;11;0;0;-3.2;-3.2;0.19;46.5;1.229;L ;Feed Type 2015;;Unchecked;;0;0;23.5;0;2;2;0;1;66.11;5.869244837;1.576543205;439;300-400;300-400;;;300-400;300-400;15/4/2012;825
Aveiro;AQUACRIA;S23B;SE1211L;Sole;;;Safiestela;;2012;April;31/7/2014;26/8/2014;377;384;391.26;-1.86;393.71;377;LE-5;ELITE;Skretting;28.5;0;0;1348;508.196;1081;415.104;6.00992;425.07;0;337.98792;348.48443;0.08432254;0.081782707;16;0;0;-0.06;-0.06;0.07;34.4;0.718;L ;Feed Type 2015;;Unchecked;;0;0;20.34;0;2;1;1;2;70.07;7.555938966;1.647422255;407;300-400;300-400;;;300-400;300-400;15/4/2012;851
Aveiro;AQUACRIA;N65A;SE1211L;Sole;;;Safiestela;;2012;April;26/4/2014;27/5/2014;131;130;131;-0.76;140.27;0;LE-3;ELITE;Skretting;0;0;0;9806;1284.586;9726;1264.38;0;0;0;-20.206;79.68002;0;0;80;0;0;0;0;-0.02;159.55;1.582;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;529.59;4.703762193;5.417419004;0;SUB 140;SUB 140;;;100-150;100-150;15/4/2012;762
Aveiro;AQUACRIA;S61A;SE1211L;Sole;;;Safiestela;;2012;April;20/2/2014;24/2/2014;56.38;51.5;56.38;-8.66;57.28;0;LE-2;ELITE;Skretting;0;0;0;8611;485.48818;8611;443.4665;0;0;0;-42.02168;7.7499;0;0;0;0;0;0;0;-2.26;12.6;1.749;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;282.34;2.891841206;12.47483923;0;SUB 140;SUB 140;;;50-100;50-100;15/4/2012;669
Aveiro;AQUACRIA;N64A;SE1211L;Sole;;;Safiestela;;2012;April;26/4/2014;27/5/2014;220;243;220;10.45;232.76;0;LE-5;ELITE;Skretting;0;0;0;5958;1310.76;5886;1430.298;0;0;0;119.538;59.26536;0;0;74;0;0;0;0;0.32;224.4;1.604;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;316.85;4.652955732;3.095806871;0;200-300;200-300;;;200-300;200-300;15/4/2012;762
Aveiro;AQUACRIA;N22B;SE1211L;Sole;;;Safiestela;;2012;April;26/6/2014;31/7/2014;56.48;68;65.1;4.45;64.05;56.48;LE-2;ELITE;Skretting;27.7;0;0;3117;176.04816;3033;206.244;0;0;0;30.19584;18.21549;0.917344906;1.52068377;84;0;0;0.41;0.43;0.53;29.7;0.851;XS;Feed Type 2015;;Unchecked;;0;0;22.97;0;0;1;0;1;331.06;8.964114839;11.75125785;605;SUB 140;SUB 140;;;50-100;50-100;15/4/2012;825
Aveiro;AQUACRIA;N22B;SE1211L;Sole;;;Safiestela;;2012;April;31/7/2014;26/8/2014;68;84;75.42;11.38;75.39;68;LE-2;ELITE;Skretting;23;0;0;3033;206.244;2934;246.456;0;0;0;40.212;14.95026;0.571968567;1.538434783;99;0;0;0.39;0.41;0.81;21.5;0;XS;Feed Type 2015;;Unchecked;;0;0;20.34;0;0;0;0;2;430.06;11.6447388;9.865242623;428;SUB 140;SUB 140;;;50-100;50-100;15/4/2012;851
Aveiro;AQUACRIA;S22B;SE1211L;Sole;;;Safiestela;;2012;April;17/6/2014;24/6/2014;126.27;110;126.27;-12.89;116.63;0;LE-3;ELITE;Skretting;0;0;0;3477;439.04079;16731;1840.41;0;0;1508.47172;-107.10251;3.82402;0;0;211;0;0;0;0;-1.97;40.9;1.593;XS;Feed Type 2015;;Unchecked;;0;0;0;0;0;3;0;1;1093.74;5.848176475;6.454113915;0;SUB 140;SUB 140;;;100-150;100-150;15/4/2012;789
Aveiro;AQUACRIA;N62A;SE1211L;Sole;;;Safiestela;;2012;April;7/2/2014;28/2/2014;143.86;131.5;143.86;-8.59;152.64;0;LE-3;ELITE;Skretting;0;0;0;2310;332.3166;2284;300.346;0;0;0;-31.9706;16.31316;0;0;26;0;0;0;0;-0.43;15.98;1.122;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;99.17;3.790452966;4.807969751;0;140-200;SUB 140;;;100-150;100-150;15/4/2012;673
Aveiro;AQUACRIA;N12B;SE1211L;Sole;;;Safiestela;;2012;April;5/9/2014;10/9/2014;211;214.18;213.38;0.37;212.83;211;LE-3;ELITE;Skretting;7.3;0;0;2500;527.5;2494;534.16492;0;0;0;6.66492;3.29802;1.095286965;2.213449282;6;0;0;0.28;0.28;0.3;7.3;0.104;S ;Feed Type 2015;;Unchecked;;0;0;20.69;0;0;1;0;1;210.45;7.088197452;3.836578312;123;200-300;200-300;;;200-300;200-300;15/4/2012;865
Aveiro;AQUACRIA;N12B;SE1211L;Sole;;;Safiestela;;2012;April;10/9/2014;29/9/2014;214.18;229;228.18;0.36;224.46;214.18;LE-3;ELITE;Skretting;42.8;0;0;2494;534.16492;2481;568.149;0;0;0;33.98408;22.72034;1.259413231;1.883774627;13;0;0;0.41;0.41;0.35;42.8;0.033;S ;Feed Type 2015;;Unchecked;;0;0;20.42;0;0;0;0;2;223.45;7.526052367;3.676573405;411;200-300;200-300;;;200-300;200-300;15/4/2012;884
Aveiro;AQUACRIA;N12B;SE1211L;Sole;;;Safiestela;;2012;April;29/9/2014;28/10/2014;229;253;258.01;-1.94;251.91;229;LE-3;ELITE;Skretting;90.6;0;0;2481;568.149;2452;620.356;0;0;0;52.207;49.53432;1.735399468;1.829034899;30;0;0;0.53;0.53;0.34;93.6;0.02;S ;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;252.45;8.50280564;3.510669615;602;200-300;200-300;;;200-300;200-300;15/4/2012;913
Aveiro;AQUACRIA;N65B;SE1211L;Sole;;;Safiestela;;2012;April;7/2/2014;25/2/2014;128.73;159.82;128.73;24.15;134.27;0;LE-5;ELITE;Skretting;0;0;0;3939;507.06747;3935;628.8917;0;0;0;121.82423;21.28498;0;0;4;0;0;0;0;1.2;17.63;1.717;;Feed Type 2015;;Unchecked;;0;0;0;0;0;1;0;1;127.02;2.848371638;3.861618526;0;SUB 140;140-200;;;100-150;150-200;15/4/2012;670
Aveiro;AQUACRIA;N65B;SE1211L;Sole;;;Safiestela;;2012;April;26/4/2014;27/5/2014;175;132;175;-24.57;186.67;0;LE-5;ELITE;Skretting;0;0;0;3913;684.775;3875;511.5;0;0;0;-173.275;38.57125;0;0;40;0;0;0;0;-0.91;69.85;1.604;;Feed Type 2015;;Unchecked;;0;0;0;0;0;0;0;2;187.02;4.193847141;5.605384137;0;140-200;SUB 140;;;150-200;100-150;15/4/2012;762
