Region;Site;Unit;Batch;Species;Hatchery;Lot Quality;Origin Year;Origin Month;From;To;Start Av. Wt.;End Av.Wt.;Model End Av. Wt. Act. Feed;Av. Wt. Deviation (%);Av. Wt. Before Sampl.;Model End Av. Wt. Sugg. Feed;Actual Feed;Feed Category;Supplier;Period Feed Qty;Suggested Feed Qty;Feed Deviation (%);Opening Fish No;Opening Biomass;Closing Fish No;Closing Biomass;Harvest Biomass;Given Biomass;Taken Biomass;Biomass Produced;Biomass Produced Before Sampl.;FCR Period;FCR Before Sampl.;Mortality No;Model Mortality No;Mortality Deviation (%);SFR Period (%);SFR Period (%) Before Sampl.;SGR Period (%);Max Feed Qty;Food Price;Grading;Feeding Policy;Group Tag;Vaccinated;Feeder;Feeding Rate (Kg / Hour);Fastings No;Avg. Temp.;Avg. Oxygene;Transfer - (No);Transfer + (No);Harvest (No);Sampling (No);LTD Mortality No;LTD Mortality %;LTD Econ. FCR;Period Thermal Age;Experimental;Final Harvest
Aveiro;AQUACRIA;S22A;SE1309L;Sole;Safiestela;;2014;September;29/9/2014;28/10/2014;31;39;38.72;0.72;38.47;31;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;349.24;0;0;39467;1223.48;37966;1480.67;0;0;0;257.2;237.08;1.36;1.47;1504;0;0;0.89;0.9;0.79;359.14;0;;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1762;4.44;1.2;602;;
Aveiro;AQUACRIA;S23A;SS1204L;Sole;Stolt Sea Farm;;2012;April;29/9/2014;28/10/2014;350;389;371.8;4.63;372.23;350;LE-5;ELITE;Skretting;275.3;0;0;7780;2723;7724;3004.64;0;0;0;281.64;152.1;0.98;1.81;58;0;0;0.33;0.34;0.36;284.8;0.45;55-90;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1175.91;12.05;2.26;602;;YES
Aveiro;AQUACRIA;S25A;SE1211L;Sole;Safiestela;;2012;April;29/9/2014;28/10/2014;308;345;332.22;3.85;330.12;308;LE-5;ELITE;Skretting;202.9;0;0;5756;1772.85;5704;1967.88;0;0;0;195.03;110.16;1.04;1.84;53;0;0;0.37;0.38;0.39;208.1;0.45;M ;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;655.96;9.99;2.56;602;;
Aveiro;AQUACRIA;S31A;SE1207L;Sole;Safiestela;;2013;August;29/9/2014;28/10/2014;80;86;90.65;-5.13;83.71;80;LE-2;ELITE;Skretting;141;0;0;17539;1403.12;9485;815.71;631.13;0;0;43.72;22;3.23;6.41;67;0;0;0.34;-12.58;0.25;132.1;0;0-70;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;1;2;1195.63;6.96;4.26;602;;
Aveiro;AQUACRIA;S32A;CM1304L;Sole;Cupimar;;2013;April;29/9/2014;28/10/2014;198;208;212.65;-2.19;195.75;198;LE-3;ELITE;Skretting;168.7;0;0;20787;4115.83;8636;1796.29;2358.37;0;90.75;-51.92;-157.71;-3.25;-1.07;75;0;0;-0.11;3.28;0.17;175.2;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;1;1;2;3550.3;15.25;5.06;602;;
Aveiro;AQUACRIA;S33A;CM1304L;Sole;Cupimar;;2013;April;29/9/2014;28/10/2014;472;496;495.44;0.11;497.86;472;LE-5;ELITE;Skretting;120.6;0;0;1787;843.46;4744;2353.02;0;0;1448.36;61.2;70.02;1.97;1.72;12;0;0;6.97;6.12;0.17;123.6;0.45;415-615;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;2;0;2;623.16;11.15;2.04;602;;
Aveiro;AQUACRIA;S41A;SE1207L;Sole;Safiestela;;2013;August;29/9/2014;28/10/2014;124;141;140.76;0.17;136.1;124;LE-2;ELITE;Skretting;382.2;0;0;21151;2622.72;21083;2972.7;0;0;0;349.98;246.67;1.09;1.55;68;0;0;0.47;0.48;0.44;340.8;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;2526.84;6.73;3.99;602;;
Aveiro;AQUACRIA;S42A;CM1304L;Sole;Cupimar;;2013;April;29/9/2014;28/10/2014;140;150;152.78;-1.82;149.06;140;LE-2;ELITE;Skretting;196.6;0;0;14126;1977.64;13993;2098.95;0;0;18.29;103.02;89.87;1.91;2.19;288;0;0;0.39;0.4;0.24;185;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;1;0;2;2915.89;18.51;6.96;602;;
Aveiro;AQUACRIA;S44A;SS1204L;Sole;Stolt Sea Farm;;2012;April;29/9/2014;28/10/2014;243;260;265.47;-2.06;261.26;243;LE-3;ELITE;Skretting;249;0;0;8565;2081.3;8438;2193.88;0;0;0;112.59;123.22;2.21;2.02;130;0;0;0.4;0.4;0.23;258.5;0.02;215-315;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1582.34;14.84;3.37;602;;YES
Aveiro;AQUACRIA;S45A;CM1304L;Sole;Cupimar;;2013;April;29/9/2014;28/10/2014;297;294;321.18;-8.46;300.68;297;LE-5;ELITE;Skretting;224.9;0;0;6214;1845.56;8746;2571.32;0;0;670.72;55.05;113.47;4.09;1.98;89;0;0;4.67;2.42;-0.04;232;0.45;215-315;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;1;0;2;1228.55;13.16;3.48;602;;
Aveiro;AQUACRIA;S52A;SE1210L;Sole;Safiestela;;2014;March;29/9/2014;28/10/2014;135;140;152.64;-8.28;147.85;135;LE-2;ELITE;Skretting;395.3;0;0;20556;2775.06;20509;2871.26;0;0;0;96.2;257.2;4.11;1.54;47;0;0;0.48;0.47;0.13;363.5;0;70-120;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1188.07;5.48;1.54;602;;
Aveiro;AQUACRIA;S54A;CM1304L;Sole;Cupimar;;2013;April;29/9/2014;28/10/2014;282;291;307.09;-5.24;303.92;282;LE-5;ELITE;Skretting;276.8;0;0;7893;2225.83;7860;2287.26;0;0;0;61.43;162.99;4.51;1.7;34;0;0;0.42;0.41;0.11;285;0.45;215-315;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;1470;13.19;3.4;602;;
Aveiro;AQUACRIA;S55A;SE1210L;Sole;Safiestela;;2014;March;29/9/2014;28/10/2014;249;269;279.03;-3.59;273.51;249;LE-3;ELITE;Skretting;227.8;0;0;5828;1451.17;5758;1548.9;0;0;0;97.73;123.7;2.33;1.84;74;0;0;0.52;0.52;0.27;235.3;0.02;180-215;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;521.5;7.46;1.18;602;;
Aveiro;AQUACRIA;S62A;SS1204L;Sole;Stolt Sea Farm;;2012;April;29/9/2014;28/10/2014;324;361;365.29;-1.17;363.86;324;LE-5;ELITE;Skretting;86.8;0;0;1363;441.61;1343;484.82;0;0;0;43.21;47.05;2.01;1.84;20;0;0;0.65;0.64;0.37;89.7;0.45;M ;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;910.08;11.26;2.66;602;;YES
Aveiro;AQUACRIA;S62B;SE1210L;Sole;Safiestela;;2014;March;29/9/2014;28/10/2014;186;212;201.67;5.12;197.37;186;LE-3;ELITE;Skretting;158.1;0;0;8626;1604.44;8617;1826.8;0;0;0;222.37;96.3;0.71;1.64;9;0;0;0.32;0.33;0.45;163.8;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;0;0;2;698.73;5.3;1.45;602;;
Aveiro;AQUACRIA;S64A;CM1304L;Sole;Cupimar;;2013;April;29/9/2014;28/10/2014;389;379;419.6;-9.68;380.62;389;LE-5;ELITE;Skretting;178.8;0;0;1980;770.22;10349;3922.27;0;0;3072.98;79.07;95.83;2.26;1.87;42;0;0;12.69;10.5;-0.09;182.3;0.45;315-415;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;2;0;2;1380.31;13.14;2.59;602;;
Aveiro;AQUACRIA;S65A;SS1204L;Sole;Stolt Sea Farm;;2012;April;29/9/2014;28/10/2014;585;611;609.01;0.33;626.3;585;LE-5;ELITE;Skretting;166.3;0;0;2313;1353.11;2556;1561.72;0;0;162.03;46.58;85.69;3.57;1.94;30;0;0;1.77;1.13;0.15;171.9;0.45;615-815;Feed Type 2015;;Unchecked;;0;0;20.85;0;0;2;0;2;475.98;11.73;1.76;602;;YES
Aveiro;AQUACRIA;N31A;SE1304L;Sole;Safiestela;;2014;April;1/10/2014;28/10/2014;53.51;73;61.53;18.64;59.34;53.51;LE-2;ELITE;Skretting;165.9;0;0;10528;563.35;25590;1868.07;0;0;831.7;473.02;123.46;0.35;1.34;153;0;0;1.56;4.94;1.15;153.4;0;0-70;Feed Type 2015;;Unchecked;;0;0;20.9;0;0;6;0;1;495.36;1.93;2.48;560;;
Aveiro;AQUACRIA;N32A;SE1304L;Sole;Safiestela;;2014;April;1/10/2014;28/10/2014;100.58;115;115.19;-0.16;111.09;100.58;LE-2;ELITE;Skretting;338.3;0;0;22148;2227.65;22036;2534.14;0;0;0;306.49;220.33;1.1;1.54;113;0;0;0.53;0.54;0.5;317.8;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.9;0;0;2;0;1;377.64;1.69;1.11;560;;
Aveiro;AQUACRIA;S43A;SE1207L;Sole;Safiestela;;2013;August;3/10/2014;28/10/2014;188.04;195;202.67;-3.78;198.73;188.04;LE-2;ELITE;Skretting;297.9;0;0;17438;3279.04;17374;3387.93;0;0;0;108.89;173.69;2.74;1.72;64;0;0;0.36;0.35;0.15;160.2;0;155-215;Feed Type 2015;;Unchecked;;0;0;20.92;0;0;1;0;1;645.59;3.86;1.23;539;;
Aveiro;AQUACRIA;S12B;SS1204L;Sole;Stolt Sea Farm;;2012;April;7/10/2014;28/10/2014;349.34;348;353.68;-1.61;353.33;349.34;LE-5;ELITE;Skretting;19.9;0;0;606;211.7;2338;813.62;767.97;0;1387.2;-17.3;-4.84;-1.15;-4.11;3;0;0;-11.01;-26.64;-0.02;19.9;0.45;M ;Feed Type 2015;;Unchecked;;0;0;20.98;0;0;4;16;1;869.71;13.09;2.67;188;;YES
Aveiro;AQUACRIA;S51A;SE1304L;Sole;Safiestela;;2014;April;7/10/2014;28/10/2014;109.14;113;117.47;-3.81;115.19;109.14;LE-2;ELITE;Skretting;169.7;0;0;19398;2117.1;19388;2190.84;0;0;0;73.75;116.21;2.3;1.46;10;0;0;0.38;0.37;0.17;146.1;0;70-155;Feed Type 2015;;Unchecked;;0;0;20.98;0;0;1;0;1;388.28;2.3;1.28;455;;
Aveiro;AQUACRIA;N33A;SE1304L;Sole;Safiestela;;2014;April;9/10/2014;28/10/2014;169.35;187;182.23;2.62;180.43;169.35;LE-3;ELITE;Skretting;229.1;0;0;14495;2454.73;14249;2664.56;0;603.12;564.4;248.55;154.94;0.92;1.48;12;0;0;0.4;0.36;0.52;229.1;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;21.01;0;2;3;0;1;219.09;1.54;0.88;413;;
Aveiro;AQUACRIA;S24A;SS1204L;Sole;Stolt Sea Farm;;2012;April;9/10/2014;28/10/2014;366.27;340;381.79;-10.95;362.18;366.27;LE-5;ELITE;Skretting;23.3;0;0;686;251.26;2436;828.24;0;0;660.46;-83.48;-29.45;-0.28;-0.79;149;0;0;-1.75;-5.23;-0.39;23.3;0.45;315-415;Feed Type 2015;;Unchecked;;0;0;21.01;0;0;2;0;1;581.4;12.78;2.96;413;;YES
Aveiro;AQUACRIA;S24B;SS1204L;Sole;Stolt Sea Farm;;2012;April;9/10/2014;28/10/2014;440.76;438;450.79;-2.84;455.09;440.76;LE-5;ELITE;Skretting;86.8;0;0;3552;1565.58;5156;2258.33;0;423.32;1187.05;-70.98;17.13;-1.22;5.07;82;0;0;-2.36;10.79;-0.03;86.8;0.45;415-615;Feed Type 2015;;Unchecked;;0;0;21.01;0;2;4;0;1;902.21;10.99;2.28;392;;YES
Aveiro;AQUACRIA;S61A;SE1304L;Sole;Safiestela;;2014;April;9/10/2014;28/10/2014;113.33;126;121.39;3.8;120.94;113.33;LE-2;ELITE;Skretting;138.5;0;0;16073;1821.55;16578;2088.83;0;0;77.32;189.95;106.07;0.73;1.31;21;0;0;0.53;0.66;0.56;118.6;0;70-155;Feed Type 2015;;Unchecked;;0;0;21.01;0;0;3;0;1;252.99;1.5;1.35;413;;
Aveiro;AQUACRIA;S63A;SE1304L;Sole;Safiestela;;2014;April;10/10/2014;28/10/2014;246.41;259;255.9;1.21;249.52;246.41;LE-5;ELITE;Skretting;159.5;0;0;12184;3002.26;11232;2909.09;0;2761.29;2464.35;203.77;97.29;0.78;1.64;11;0;0;-0.14;-0.63;0.28;159.5;0.45;215-315;Feed Type 2015;;Unchecked;;0;0;21.03;0;2;7;0;1;216.36;1.61;0.81;392;;
Aveiro;AQUACRIA;S12A;SS1204L;Sole;Stolt Sea Farm;;2012;April;14/10/2014;28/10/2014;433;439;436.06;0.67;435;433;LE-5;ELITE;Skretting;5.5;0;0;346;149.82;473;207.65;363.21;0;423.33;-2.3;-4.19;-2.4;-1.31;5;0;0;-22.89;-2.98;0.1;5.5;0.45;400-550;Feed Type 2015;;Unchecked;;0;0;21.14;0;0;3;10;1;255.51;11.91;2.21;146;;YES
Aveiro;AQUACRIA;S34A;SE1304L;Sole;Safiestela;;2014;April;14/10/2014;28/10/2014;118.54;115;125.17;-8.12;114.44;118.54;LE-2;ELITE;Skretting;149.6;0;0;3506;415.6;17945;2063.68;0;676.19;2215.08;109.18;99.13;1.37;1.51;35;0;0;15.68;17.22;-0.22;112.5;0;70-155;Feed Type 2015;;Unchecked;;0;0;21.14;0;2;2;0;1;278.61;1.55;1.11;271;;
Aveiro;AQUACRIA;N34A;SE1311;Sole;Safiestela;;2014;Octomber;15/10/2014;28/10/2014;50;55;55.81;-1.45;50;50;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;201.3;0;0;32145;1607.25;32128;1767.04;0;0;0;159.79;-0.85;1.26;-236.82;19;0;0;0.92;0.96;0.73;126.3;0;;Feed Type 2015;;Unchecked;;0;0;21.22;0;0;0;0;1;19;0.06;1.26;291;;
Aveiro;AQUACRIA;N35A;SE1311;Sole;Safiestela;;2014;Octomber;15/10/2014;28/10/2014;30;34;33.54;1.37;30;30;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;151.3;0;0;36867;1106.01;36776;1250.38;0;0;0;144.37;-2.73;1.05;-55.42;157;0;0;0.99;1.05;0.96;88.3;0;;Feed Type 2015;;Unchecked;;0;0;21.22;0;0;0;0;1;157;0.43;1.06;291;;
Aveiro;AQUACRIA;S35A;SE1304L;Sole;Safiestela;;2014;September;16/10/2014;28/10/2014;98;112;105.23;6.43;112.32;98;LE-2;ELITE;Skretting;115;0;0;11419;1119.06;18064;2023.17;0;0;756.57;147.53;153.31;0.78;0.75;34;0;0;3.85;3.72;1.11;93.3;0;70-155;Feed Type 2015;;Unchecked;;0;0;21.25;0;0;5;0;1;221.11;1.25;1.27;271;;
Aveiro;AQUACRIA;N25A;SE1304L;Sole;Safiestela;;2014;April;17/10/2014;28/10/2014;243.94;254;254.46;-0.18;252.14;243.94;LE-2;ELITE;Skretting;138;0;0;8964;2186.68;11274;2863.6;0;0;574.38;102.54;81.57;1.35;1.69;20;0;0;3.3;4.03;0.37;95.3;0;215-315;Feed Type 2015;;Unchecked;;0;0;21.23;0;0;2;0;1;236.88;1.76;0.85;251;;
Aveiro;AQUACRIA;N51A;SE1304L;Sole;Safiestela;;2014;April;17/10/2014;28/10/2014;178.27;186;186.07;-0.04;182.89;178.27;LE-3;ELITE;Skretting;84.6;0;0;7716;1375.53;11109;2066.27;0;0;603.13;87.62;53.07;0.97;1.59;7;0;0;3.57;5.65;0.39;70.7;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;21.23;0;0;3;0;1;204.4;1.83;0.93;251;;
Aveiro;AQUACRIA;N61A;SE1311;Sole;Safiestela;;2014;Octomber;21/10/2014;28/10/2014;27;31;29.61;4.69;27;27;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;118.5;0;0;39226;1059.1;39192;1214.95;0;0;0;155.85;-0.92;0.76;-129.08;37;0;0;1.49;1.6;1.97;118.5;0;;Feed Type 2015;;Unchecked;;0;0;21.13;0;0;1;0;1;234;0.59;1.23;167;;
Aveiro;AQUACRIA;S53A;SS1204L;Sole;Stolt Sea Farm;;2012;April;21/10/2014;28/10/2014;270.88;279;277.3;0.61;274.09;270.88;LE-5;ELITE;Skretting;36.5;0;0;3822;1035.3;4564;1273.36;0;0;195;43.05;20.64;0.85;1.77;11;0;0;2.51;4.78;0.42;36.5;0.45;215-315;Feed Type 2015;;Unchecked;;0;0;21.13;0;0;2;0;1;840.03;13.96;3.37;167;;YES
Aveiro;AQUACRIA;S12C;SS1112L;Sole;Stolt Sea Farm;;2011;December;23/10/2014;28/10/2014;259.77;259;260.07;-0.41;248.46;259.77;LE-5;ELITE;Skretting;1.4;0;0;3595;933.87;3147;815.07;109.54;0;0;-9.26;-42.43;-0.15;-0.03;6;0;0;0.03;0.12;-0.06;1.4;0.45;215-315;Feed Type 2015;;Unchecked;;0;0;21.07;0;0;1;2;1;873.4;16.56;3.04;63;;YES
Aveiro;AQUACRIA;S12C;SS1112L;Sole;Stolt Sea Farm;;2011;December;5/11/2014;5/11/2014;243.73;243;243.99;-0.41;106.97;243.73;LE-5;ELITE;Skretting;0.6;0;0;1847;450.17;1847;448.82;4.6;0;0;3.25;-248;0.18;0;0;0;0;0;0;0;0.6;0.45;215-315;Feed Type 2015;;Unchecked;;0;0;19.06;0;0;1;1;1;876.4;16.61;3.21;19;;YES
Aveiro;AQUACRIA;N12A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;204;237;228.32;3.8;214.74;204;LE-3;ELITE;Skretting;111.7;0;0;3790;773.16;3768;893.02;0;0;0;119.86;35.98;0.93;3.1;22;0;0;0.4;0.42;0.44;122.8;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;267.68;6.64;1.22;632;;
Aveiro;AQUACRIA;N12C;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;165;188;186.53;0.79;174.31;165;LE-3;ELITE;Skretting;105.6;0;0;4287;707.36;4278;804.26;0;0;0;96.91;38.34;1.09;2.75;9;0;0;0.41;0.43;0.38;116.4;0.02;80-90;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;78.93;1.81;1.09;632;;
Aveiro;AQUACRIA;N13A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;205;235;229.84;2.25;216.24;205;LE-3;ELITE;Skretting;387.4;0;0;12889;2642.25;12700;2984.5;0;0;0;342.26;104;1.13;3.72;192;0;0;0.41;0.42;0.4;427.1;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;810.66;8.41;0.92;632;;
Aveiro;AQUACRIA;N14A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;205;244;230.6;5.81;216.5;205;LE-3;ELITE;Skretting;122.9;0;0;3953;810.37;3923;957.21;0;0;0;146.85;38.96;0.84;3.15;30;0;0;0.41;0.44;0.51;135.6;0.02;120-180;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;293.11;6.96;1.1;632;;
Aveiro;AQUACRIA;N14C;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;175;209;199.77;4.62;185.79;175;LE-3;ELITE;Skretting;129.3;0;0;4493;786.28;4474;935.07;0;0;0;148.79;44.95;0.87;2.88;20;0;0;0.44;0.47;0.52;142.3;0.02;80-90;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;110.91;2.42;1.02;632;;
Aveiro;AQUACRIA;N25A;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;254;290;282.15;2.78;267.42;254;LE-2;ELITE;Skretting;417.9;0;0;11274;2863.6;11262;3265.98;0;0;0;402.38;148.09;1.04;2.82;14;0;0;0.4;0.42;0.39;457.7;0;215-315;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;248.88;1.84;0.89;632;;
Aveiro;AQUACRIA;N31A;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;73;88;82.82;6.25;77.75;73;LE-2;ELITE;Skretting;255.4;0;0;25590;1868.07;24828;2184.86;0;0;0;316.79;62.31;0.81;4.1;772;0;0;0.37;0.4;0.55;283.2;0;0-70;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;1257.36;4.9;2.04;632;;
Aveiro;AQUACRIA;N32A;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;115;140;129.71;7.93;121.49;115;LE-2;ELITE;Skretting;346.2;0;0;22036;2534.14;21989;3078.46;0;0;0;544.32;137.3;0.64;2.52;50;0;0;0.36;0.39;0.58;381.9;0;70-155;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;424.64;1.9;1.02;632;;
Aveiro;AQUACRIA;N33A;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;187;207;205.02;0.97;195.34;187;LE-3;ELITE;Skretting;300.3;0;0;14249;2664.56;14231;2945.82;0;0;0;281.25;115.32;1.07;2.6;19;0;0;0.32;0.32;0.3;333.5;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;237.09;1.67;0.91;632;;
Aveiro;AQUACRIA;N34A;SE1311;Sole;Safiestela;;2014;Octomber;28/10/2014;1/12/2014;55;73;71.81;1.66;55;55;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;564.88;0;0;32128;1767.04;31654;2310.74;0;0;0;543.7;-26.07;1.04;-21.67;474;0;0;0.82;0.95;0.83;494.38;0;;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;493;1.53;1.15;632;;
Aveiro;AQUACRIA;N35A;SE1311;Sole;Safiestela;;2014;Octomber;28/10/2014;1/12/2014;34;58;46.36;25.11;34;34;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;497.71;0;0;36776;1250.38;34639;2009.06;0;0;0;758.68;-72.66;0.66;-6.85;2141;0;0;0.91;1.21;1.57;544.21;0;;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;2294;6.21;0.76;632;;
Aveiro;AQUACRIA;N41A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;163;183;184.9;-1.03;172.21;163;LE-2;ELITE;Skretting;294.6;0;0;11805;1924.22;11753;2150.8;0;0;0;226.58;99.77;1.3;2.95;54;0;0;0.43;0.44;0.34;323.4;0;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;877.68;6.95;1.32;632;;
Aveiro;AQUACRIA;N51A;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;186;217;205.83;5.43;194.64;186;LE-3;ELITE;Skretting;257.5;0;0;11109;2066.27;11089;2406.31;0;0;0;340.04;92.09;0.76;2.8;20;0;0;0.34;0.36;0.45;283.3;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;224.4;2.01;0.91;632;;
Aveiro;AQUACRIA;N52A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;346;380;374.51;1.47;362.85;346;LE-5;ELITE;Skretting;208.6;0;0;4539;1570.49;4495;1708.1;0;0;0;137.61;60.52;1.52;3.45;45;0;0;0.37;0.38;0.28;230.1;0.37;215-315;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;409.67;8.11;0.96;632;;
Aveiro;AQUACRIA;N53A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;160;180;183.37;-1.84;170.1;160;LE-3;ELITE;Skretting;308.9;0;0;11645;1863.2;11556;2080.08;0;0;0;216.88;102.48;1.42;3.01;92;0;0;0.46;0.47;0.35;339.1;0.02;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;941.87;7.54;1.38;632;;
Aveiro;AQUACRIA;N54A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;86;100;98.54;1.48;90.64;86;LE-2;ELITE;Skretting;247.2;0;0;19403;1668.66;14553;1455.3;607.29;0;161.53;232.4;96.18;1.06;2.57;71;0;0;0.66;-1.78;0.44;273.5;0;0-70;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;1;1;2;2562.62;8.35;2.47;613;;
Aveiro;AQUACRIA;N55A;SE1210L;Sole;Safiestela;;2014;March;28/10/2014;1/12/2014;137;160;156.51;2.23;144.94;137;LE-2;ELITE;Skretting;345.6;0;0;16109;2206.93;16041;2566.56;0;0;0;359.63;118.05;0.96;2.93;68;0;0;0.43;0.45;0.46;378.5;0;70-120;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;1393.01;7.99;1.56;632;;
Aveiro;AQUACRIA;N61A;SE1311;Sole;Safiestela;;2014;Octomber;28/10/2014;1/12/2014;31;38;43.94;-13.52;31;31;GEMMA DIAMOND 1.8;GEMMA DIAMOND;Skretting;574.5;0;0;39192;1214.95;39041;1483.56;0;0;0;268.61;-4.68;2.14;-122.73;151;0;0;1.26;1.39;0.6;620.9;0;;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;385;0.98;1.89;632;;
Aveiro;AQUACRIA;S12A;SS1204L;Sole;Stolt Sea Farm;;2012;April;28/10/2014;1/12/2014;439;450;444.83;1.16;452;439;LE-5;ELITE;Skretting;8.83;0;0;473;207.65;479;215.55;419.72;0;437.54;-9.92;-8.96;-0.89;-0.98;6;0;0;-2.93;-0.12;0.07;9.93;0.37;400-550;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;3;14;2;439.75;11.99;2.25;314;;YES
Aveiro;AQUACRIA;S23A;SS1204L;Sole;Stolt Sea Farm;;2012;April;28/10/2014;1/12/2014;389;390;411.55;-5.24;399.7;389;LE-5;ELITE;Skretting;307.87;0;0;7724;3004.64;7622;2972.58;0;0;0.07;-32.12;41.81;-9.58;7.36;106;0;0;0.3;0.3;0.01;336.57;0.37;55-90;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;1;0;2;1278.97;13.1;2.39;632;;YES
Aveiro;AQUACRIA;S32A;CM1304L;Sole;Cupimar;;2013;April;28/10/2014;1/12/2014;208;235;221.37;6.16;214.38;208;LE-3;ELITE;Skretting;140.3;0;0;8636;1796.29;8530;2004.55;0;0;0;208.26;32.37;0.67;4.33;111;0;0;0.22;0.23;0.36;155.1;0.02;155-215;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;3656.3;15.7;4.82;632;;
Aveiro;AQUACRIA;S33A;CM1304L;Sole;Cupimar;;2013;April;28/10/2014;1/12/2014;496;520;511.03;1.76;511.14;496;LE-5;ELITE;Skretting;173;0;0;4744;2353.02;4733;2461.16;0;0;0;108.14;66.2;1.6;2.61;12;0;0;0.21;0.21;0.14;193;0.37;415-615;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;0;0;2;634.16;11.34;2.02;632;;
Aveiro;AQUACRIA;S34A;SE1304L;Sole;Safiestela;;2014;April;28/10/2014;1/12/2014;115;143;134.02;6.7;125.37;115;LE-2;ELITE;Skretting;378.5;0;0;17945;2063.68;18827;2692.26;0;0;145.92;482.67;150.75;0.78;2.51;31;0;0;0.61;0.99;0.64;417.3;0;70-155;Feed Type 2015;;Unchecked;;0;0;19.98;0;0;1;0;2;330.57;1.74;1.06;632;;
